handle,name,description,friends_count,followers_count,status,isDem
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,Statement from Senator Ben Sasse on the tragic death of Coby Mach. https://t.co/vtzdx9tplW,0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,"""Condemning infanticide should be a unanimous vote. It's a basic human rights issue.""

Full video here:… https://t.co/YV24wHLwf2",0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,"""Despite opposition and setbacks, despite some strange rhetoric about this bill over the course of the last week, I… https://t.co/GwejgR4mlX",0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,"A lot of Senators spend a lot of time telling people how they fight for the little guy. Well, here’s the chance for… https://t.co/VEoqvY4E3x",0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,Op-Ed in @USATODAY: Don't Let Infanticide Be A Partisan Issue. https://t.co/puPAC9f8KK https://t.co/ARmeZTzZLu,0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,One foot in front of another – this kid’s got grit and heart. Noah is an inspiring athlete and a great Nebraskan. I… https://t.co/SrR3LzFTlC,0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,"In this country, all of us are created equal. If that equality means anything, surely it means that infanticide is… https://t.co/7Z2W89rqgV",0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,"Thousands of Americans come to DC for the #MarchForLife. This should fill us with hope. Our cause is pro-woman, pro… https://t.co/D3WzC37kbb",0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,Statement on reports about withdrawal from Syria: https://t.co/F1Ebt9vFJm,0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,"President George H.W. Bush served the American people with honor, diligence, and integrity — from his Naval service… https://t.co/8bwmOFRPiY",0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,"Like always, Nebraska answered the call. This time it was to ensure that a Vietnam Vet wasn’t buried alone. Hundred… https://t.co/vnise3AhSG",0
SenSasse,Senator Ben Sasse,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,1,5000,"The greatest things in life are not on the battlefield, but the battlefield makes it possible for the greatest thin… https://t.co/vt12j81EAW",0
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,I’m speaking out against the GOP’s 2 new bills that are part of a wave of efforts to turn back the clock on hard-wo… https://t.co/S3Dkd1ARn5,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,RT @USONevada: Huge Thank You to @boydgaming @SenCortezMasto and all our sponsors for helping make our Volunteer Appreciation Night extra s…,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,"RT @TownofPahrump: The 2020 Pahrump Balloon Festival began Friday morning and will run through Sunday, February 23rd.

Petrack Park will ho…",1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,Katherine Johnson was a trailblazer in every sense of the word. She's left an incredible legacy and set an example… https://t.co/SRKcQzuu5I,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,Dogs truly are man's best friend. Service dogs can improve the mental health of vets w/ PTSD. I'm joining… https://t.co/yKEKkFR8qp,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,ICYMI: @KOLO8 highlights my visit last week to the Sierra Nevada Job Corps Center ⬇️ https://t.co/WEs4ILUJBW,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,Assemblyman Tyrone Thompson was a fearless leader and advocate for education and Nevada’s students throughout his c… https://t.co/JxMy2t46sq,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,"Trump's 2021 budget funds DOJ efforts to repeal the #ACA, which protects people w/pre-existing conditions' access t… https://t.co/LnryUkq0dy",1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,Welcome home to 4 of the Nevada @BLMNational firefighters who went to Australia to help fight the wildfires! Gratef… https://t.co/WAJRgHIPsc,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,"Congressman Cummings was a thoughtful, brilliant leader for his district &amp; a guiding light for the entire nation. H… https://t.co/yeztLvUx5v",1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,RT @nevadamining: .@SenCortezMasto met with NvMA Pres. Tyre Gray &amp; former Pres. Dana Bennett this morning. The Senator also presented Dana…,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,Nevada is a national—and global—hub for tech and #STEM. Glad to meet with the @Microsoft team in Reno for an employ… https://t.co/DYvoOGN6zS,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,I had the pleasure of touring and meeting with students at SNJCC’s campus in Reno today. These hard working student… https://t.co/GeLg6Bd6qH,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,Investing in students across Nevada is critical to developing a strong 21st century workforce. Sierra Nevada Job Co… https://t.co/WD16pA4lrN,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,Alzheimer’s is devastating for both people diagnosed with #Alz and their loved ones—I saw this firsthand when my gr… https://t.co/NtKtXf6ga1,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,.@RonWyden and all Democratic members of @SenateFinance are calling on the Trump admin to end his reckless attacks… https://t.co/v1FgqgA6CV,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,"The president breaks more promises than he keeps, and Medicaid is no different. His block grant proposal does anyth… https://t.co/SidW68VjGq",1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,“It was just the cutest little thing”: The story behind the heartwarming photo of a kangaroo joey and the… https://t.co/XZ6iU2x8fp,1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,"RT @RepHorsford: I’m fighting every day in Washington to bring fairness back to our tax code for the families of #Nevada. Yesterday, I join…",1
SenCortezMasto,Senator Cortez Masto,U.S. Senator from the great state of Nevada.,880,5000,"What are Mr Trump's budget priorities? 
 
❌Slashing Medicaid, Medicare &amp; Social Security
❌Cutting housing, food &amp; e… https://t.co/yUNVfWl4M6",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,I look forward to working with our party to make sure Nevada plays a critical and early role in our next nominating… https://t.co/MAVdvgpVrO,1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,Nevada takes great pride in working hard to ensure that we are making it easier for people to participate in our de… https://t.co/AK1spwRTuG,1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,This year’s #FirstInTheWest caucus was a huge success and showcased why Nevada has earned a right to play a leading… https://t.co/FN9ql7gn5i,1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"Thank you to every Nevada Democrat coming out to make their voice heard today. 

Fantastic to see so many fired up… https://t.co/xFmhcKYWI9",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"Today's the day, Nevada! 

Today we make our voices heard in our #FirstInTheWest caucus to defeat Donald Trump and… https://t.co/AyYL0ihPq6",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"🚨 TOMORROW is Nevada's #FirstInTheWest caucus. 

Don't miss out on the most accessible and transparent caucus we've… https://t.co/UynjlCPnOy",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"I'm thrilled to be here at Nevada's #DemDebate! 

We're about to hear from our field of incredible candidates, but… https://t.co/x8vYP3eCZl",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"Our #FirstInTheWest caucus is the next step toward defeating President Trump in November. 

This is @NVDems's most… https://t.co/zw4KaQEyEv",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"This is the most accessible @NVDems caucus yet, and @WashoeDems are ready to go.

Enjoyed making a stop at their ea… https://t.co/3YRhQBN1e3",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"A great way to start this morning with amazing community leaders in Reno — including Frankie Sue Del Papa, the firs… https://t.co/wpaYcGPcpF",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"Today is the final day to vote early, Nevada! 

At https://t.co/hg0Yn10mky you can get all the information you need… https://t.co/nEm6Tg5RQW",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,Glad to stop by the @culinary226 early vote site to cast my vote and see so many Nevada Democrats voting to make th… https://t.co/kjZE8MZ85R,1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"Incredible turnout at the @ClarkDems Kick-Off to Caucus Gala! 

Nevada Democrats are fired up to do our part to def… https://t.co/24dJCuNJ1F",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"There is just one week until our #FirstInTheWest caucus, but you can vote early starting TODAY through February 18t… https://t.co/x7XrLnSKoJ",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"Happy #ValentinesDay, Nevada! 

Let's keep our purple state blue this November. https://t.co/EFyRI14cu2",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"RT @nvdems: Listen to @RosenforNevada &amp; make a plan to vote early ⤵️

https://t.co/0jmLLqrcfZ https://t.co/TTarhOKFI4",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,RT @314action: Former computer programmer @SenJackyRosen’s Building Blocks of STEM Act was recently signed into law to invest in STEM educa…,1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"I'm a former computer programmer and systems analyst. 

I know what it's like to work in a male-dominated field.… https://t.co/8FWafulVkv",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"Great to be at the @NVDems Volunteer Summit today! 

Nevada is #FirstInTheWest, and we are ready to do our part in… https://t.co/00JrEjSYJr",1
RosenforNevada,Jacky Rosen,Campaign account for U.S. Senator Jacky Rosen. Ready to fight for Nevada's hardworking families.,600,5000,"The Iowa caucus is today, but in less than three weeks it will be our turn. 

This year is @NVDems's most accessibl… https://t.co/PpAzH1CjMA",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,Trump's gag rule cuts off vital care to women in NH and across the country -- and it attacks our constitutional rig… https://t.co/XmiCd36hEM,1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,RT @StopBigMoney: RT if you're ready to overturn Citizens United and get Big Money out of our politics.,1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"50 years of Valentine's Days with you, Billy. https://t.co/Kt7rZcBq80",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"Two years ago, 17 students and teachers were killed in a horrific mass shooting in #Parkland, Florida. I'm thinking… https://t.co/aLCKT0YQ1w",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"Thank you to all the voters, volunteers, campaign staffers, and election officials for showing what makes New Hamps… https://t.co/J2eJpDQuwI",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,New Hampshire: Polls are closing soon in today's historic #FITN primary! Be sure to visit https://t.co/88qMpXkY0X t… https://t.co/TEuvqdmr2d,1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"At his New Hampshire rally tonight, Trump made it clear that the GOP is targeting New Hampshire in 2020.

Trump and… https://t.co/LXULa4hNXf",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"Tomorrow is Election Day, New Hampshire! Here's a checklist: 

📍 Confirm your polling location and hours at… https://t.co/vPwC00Ioc1",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"🚨Donald Trump is coming to New Hampshire for a rally today.🚨

He lost NH by half a percentage point in 2016 -- and… https://t.co/lZfNH90EUM",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,I was pleased to give this year’s McIntyre-Shaheen Legacy Award to Bev Hollingworth. A businesswoman who ran for of… https://t.co/WRRKwz9E2y,1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"Last night, at the @NHDems' annual McIntyre-Shaheen 100 Club Dinner, thousands of Democrats gathered together. We'r… https://t.co/K0LI6dh1Kl",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,The stakes have never been higher than this election -- and our democracy hangs in the balance. I’m sending my best… https://t.co/CPi1cyrMnJ,1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,The Democratic candidates for president have run inspiring campaigns and have given America hope when we’ve needed… https://t.co/rDE521gxCe,1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,We want to raise wages for families and ensure women get equal pay for equal work. And we’re going to stop Wall Str… https://t.co/oTqwx4uS6m,1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"Despite some fierce debates, we agree on many important principles: We want to make sure people who need health car… https://t.co/HxYGzA6wGa",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"We have just three days until New Hampshire’s #FITN primary, and the energy in the air here is unlike anything else… https://t.co/AfkJDOulWb",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,Primary weekend is here! Pleased to welcome the crowd at tonight's #DemDebate at @SaintAnselm in Manchester #FITN… https://t.co/sqYWn7Jxl1,1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"On this day in 2009, President Obama signed the #LillyLedbetter Fair Pay Act, bringing us closer to equal pay for e… https://t.co/bNyuXd9YsZ",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,"Stefany, Stacey, and Molly here -- we're Jeanne's daughters. Today is our mom's birthday! RT or add your greetings… https://t.co/AOWybRqHYx",1
JeanneShaheen,Jeanne Shaheen,U.S. Senator from New Hampshire. This is the Twitter account of Shaheen for Senate.,460,5000,Today marks 75 years since the liberation of Auschwitz. #WeRemember the millions of Jews and other victims who lost… https://t.co/IK11T7Dfjn,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,📺Just In: I talked to @AmericaNewsroom about the potential peace deal in Afghanistan and my experience visiting the… https://t.co/i3TxEdqRRB,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,"This Portsmouth High grad will be a contestant on @Jeopardy tonight.

Who is Sandha Khin?

https://t.co/q1q1fiiJze",1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,Granite Staters are full of innovative business ideas. And incubators can help turn those ideas into success storie… https://t.co/b1soNpCSwx,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,BREAKING: The 9th Circuit upheld the Trump Administration's Title X gag rule that is stripping many clinics of thei… https://t.co/ekGfPvXZM6,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,Katherine Johnson reached for the stars – helping send Americans into outer space during the Cold War and fighting… https://t.co/0t9Bp2Xmw5,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,Jessica Wachsman's 16-year-old daughter faces extraordinary health costs that could decide where she goes to school… https://t.co/QVvi2mUcVY,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,💡We need to transition to a renewable energy economy. The Grid Modernization Act I cosponsored would help improve e… https://t.co/QMmei3jzFK,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,"@ConMonitorNews This #BlackHistoryMonth, take a few minutes to learn more about Mel Bolden and his work: https://t.co/iSgpUIPxeA",1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,Freelance illustrator and painter Mel Bolden worked alongside Norman Rockwell before moving to NH in the late 1950s… https://t.co/g105Dks5le,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,All Granite Staters deserve access to broadband — no matter where they live. I'll keep working across the aisle to… https://t.co/AkVWsdI0r1,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,"Head Start allows single moms, like Victoria Cutting, to go to work and get her associate's degree.

Programs like… https://t.co/v0h26XnPVM",1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,Unified basketball teams are a great way for students of different abilities to foster friendships — glad to see th… https://t.co/f3PDqRkroM,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,"Last year, I helped advance major bipartisan legislation through the Senate Finance Committee to take on Big Pharma… https://t.co/fxhxFMl0RH",1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,"Leah experiences several chronic conditions. Despite doctors' recommendations, Leah chose not to fill certain presc… https://t.co/I7EVTqEH1i",1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,Pepper struggled to pay for her Epi-Pen prescription – $500 – after going into anaphylactic shock from a bee sting.… https://t.co/vZQeCeDGAC,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,Jessica has a daughter who was diagnosed with Rheumatoid Arthritis and Ulcerative Colitis 2 years ago. Like clockwo… https://t.co/xJYDnhOBQz,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,"In Salem, I spoke about the skyrocketing cost of prescription drugs over coffee with three Granite Staters – Jessic… https://t.co/xHuDLT2Atp",1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,Time to get patents pending on these fun and helpful inventions designed by Woodman Park Elementary School students… https://t.co/lGrmRYb8nQ,1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,"We need more doctors trained in addiction medicine. That's why I introduced the bipartisan Opioid Workforce Act, wh… https://t.co/ruSo8IsYBl",1
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",527,5000,"Women can make their own reproductive, health, and life decisions — they don’t need President Trump and Senator McC… https://t.co/AUBgy24Avw",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"Here’s another thing the Trump Admin needs to be on top of. What’s the plan to secure our medical supply chain?

Li… https://t.co/ot8nxR5ncO",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"Trump on the #CoronavirusOutbreak: “I think that's a problem that's going to go away.” 

That sure isn’t the sense… https://t.co/ZC5vnr382I",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,The Trump Admin’s utter incompetence and arrogance in dealing with the #CoronavirusOutbreak is not just inexcusable… https://t.co/egd9MxjCSR,1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"RT @BillPascrell: Last year the US imported more than $13 billion of drugs, devices, &amp; food from China. With #coronavirus showing no signs…",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,@StateDept @USGAO That’s why this week I will be introducing the State Department Inclusivity Act of 2020 to encour… https://t.co/CVImkzSmmy,1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"While the percentage of minorities working at the @StateDept has grown, according to @USGAO, the proportions of Afr… https://t.co/fWlmvS6O7O",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"Despite @StateDept efforts to ensure a more diverse workplace, according to @USGAO, minorities only make up 32% of… https://t.co/zjQWoZSOgN",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"According to @USGAO, Hispanic/Latino representation makes up around 7% of the @StateDept’s workforce, while represe… https://t.co/c5wiUtlCFI",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"@USGAO The people who work at the @StateDept are the faces of America that the rest of the world gets to see.

The… https://t.co/cLQxzcCopD",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,Happening in 5 minutes 👇 https://t.co/k1yHSFyQhD,1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"TUNE IN: I’m hosting a panel on the new @USGAO report, “State Department: Additional Steps are Needed to Identify P… https://t.co/4wpsDuhrMi",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,Excited to announce Assemblywoman @shavondasumter will be the emcee for my 10th Annual #WomensHistoryMonth Celebrat… https://t.co/IJQnAnf3rn,1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,RT @NJTVNews: Hoboken awarded $14M to build resiliency park project. @JoannaGagisNJTV reports. https://t.co/bmbQi9ZveR | @RaviBhalla @Senat…,1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"This morning, I'll be at a @SenateBanking hearing on ""Surface Transportation Reauthorization: Public Transportation… https://t.co/j06BLjbKgl",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,RT @SenSherrodBrown: I'm calling on Trump’s administration to immediately impose new sanctions on Russia for its ongoing efforts to interfe…,1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,WATCH: Why we need new Russian sanctions over 2020 election interference 👇 https://t.co/JnIClUoKaW,1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"RT @kadiagoba: INBOX: @SenSchumer, @SenatorMenendez &amp; @SenSherrodBrown urge Sec. of State Pompeo and Sec. of the Treasury Mnuchin to impose…",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"RT @CityofHoboken: .@SenatorMenendez, Mayor @RaviBhalla announce $14 million grant from FEMA to improve Hoboken's flood infrastructure &amp; co…",1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,NEW: There is virtually no national security threat to our democracy more serious than the systematic undermining o… https://t.co/wITulWT9ZA,1
SenatorMenendez,Senator Bob Menendez,U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,1000,5000,"RT @ReadyNJ: LTC Glen Szenzenstein, NJSP Homeland Security Branch Commander, together with Senator Bob Menendez &amp; the Mayor of Hoboken Ravi…",1
